SITE_ID,GROUP_ID,VARIABLE_GROUP,VARIABLE,DATAVALUE
FR-Bil,48,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,2
FR-Bil,48,GRP_VAR_INFO,VAR_INFO_DATE,202005061000
FR-Bil,49,GRP_VAR_INFO,VAR_INFO_VARNAME,TS_4
FR-Bil,49,GRP_VAR_INFO,VAR_INFO_HEIGHT,-0.11
FR-Bil,49,GRP_VAR_INFO,VAR_INFO_MODEL,TEMP-IntegratedCircuit
FR-Bil,49,GRP_VAR_INFO,VAR_INFO_UNIT,deg C
FR-Bil,49,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,2
FR-Bil,49,GRP_VAR_INFO,VAR_INFO_DATE,202203091530
FR-Bil,50,GRP_VAR_INFO,VAR_INFO_VARNAME,TS_5
FR-Bil,50,GRP_VAR_INFO,VAR_INFO_HEIGHT,-0.2
FR-Bil,50,GRP_VAR_INFO,VAR_INFO_MODEL,TEMP-ElectResis
FR-Bil,50,GRP_VAR_INFO,VAR_INFO_UNIT,deg C
FR-Bil,50,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,2
FR-Bil,50,GRP_VAR_INFO,VAR_INFO_DATE,20191028
FR-Bil,51,GRP_VAR_INFO,VAR_INFO_VARNAME,TS_5
FR-Bil,51,GRP_VAR_INFO,VAR_INFO_HEIGHT,-0.2
FR-Bil,51,GRP_VAR_INFO,VAR_INFO_MODEL,TEMP-IntegratedCircuit
FR-Bil,51,GRP_VAR_INFO,VAR_INFO_UNIT,deg C
FR-Bil,51,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,2
FR-Bil,51,GRP_VAR_INFO,VAR_INFO_DATE,202203091530
FR-Bil,52,GRP_VAR_INFO,VAR_INFO_VARNAME,TS_6
FR-Bil,52,GRP_VAR_INFO,VAR_INFO_HEIGHT,-0.54
FR-Bil,52,GRP_VAR_INFO,VAR_INFO_MODEL,TEMP-ElectResis
FR-Bil,52,GRP_VAR_INFO,VAR_INFO_UNIT,deg C
FR-Bil,52,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,2
FR-Bil,52,GRP_VAR_INFO,VAR_INFO_DATE,20191028
FR-Bil,53,GRP_VAR_INFO,VAR_INFO_VARNAME,TS_6
FR-Bil,53,GRP_VAR_INFO,VAR_INFO_HEIGHT,-0.505
FR-Bil,53,GRP_VAR_INFO,VAR_INFO_MODEL,TEMP-IntegratedCircuit
FR-Bil,53,GRP_VAR_INFO,VAR_INFO_UNIT,deg C
FR-Bil,53,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,2
FR-Bil,53,GRP_VAR_INFO,VAR_INFO_DATE,202203091530
FR-Bil,54,GRP_VAR_INFO,VAR_INFO_VARNAME,TS_7
FR-Bil,54,GRP_VAR_INFO,VAR_INFO_HEIGHT,-0.95
FR-Bil,54,GRP_VAR_INFO,VAR_INFO_MODEL,TEMP-ElectResis
FR-Bil,54,GRP_VAR_INFO,VAR_INFO_UNIT,deg C
FR-Bil,54,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,2
FR-Bil,54,GRP_VAR_INFO,VAR_INFO_DATE,20191028
FR-Bil,55,GRP_VAR_INFO,VAR_INFO_VARNAME,TS_7
FR-Bil,55,GRP_VAR_INFO,VAR_INFO_HEIGHT,-1
FR-Bil,55,GRP_VAR_INFO,VAR_INFO_MODEL,TEMP-IntegratedCircuit
FR-Bil,55,GRP_VAR_INFO,VAR_INFO_UNIT,deg C
FR-Bil,55,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,2
FR-Bil,55,GRP_VAR_INFO,VAR_INFO_DATE,202203091530
FR-Bil,56,GRP_VAR_INFO,VAR_INFO_VARNAME,WD_1
FR-Bil,56,GRP_VAR_INFO,VAR_INFO_HEIGHT,15.62
FR-Bil,56,GRP_VAR_INFO,VAR_INFO_MODEL,WIND-2DSA
FR-Bil,56,GRP_VAR_INFO,VAR_INFO_UNIT,Decimal degrees
FR-Bil,56,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,1
FR-Bil,56,GRP_VAR_INFO,VAR_INFO_DATE,20191028
FR-Bil,57,GRP_VAR_INFO,VAR_INFO_VARNAME,WD_2
FR-Bil,57,GRP_VAR_INFO,VAR_INFO_HEIGHT,11
FR-Bil,57,GRP_VAR_INFO,VAR_INFO_MODEL,WIND-2DSA
FR-Bil,57,GRP_VAR_INFO,VAR_INFO_UNIT,Decimal degrees
