SITE_ID,GROUP_ID,VARIABLE_GROUP,VARIABLE,DATAVALUE
SE-Htm,22,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,1
SE-Htm,22,GRP_VAR_INFO,VAR_INFO_DATE,20180419
SE-Htm,23,GRP_VAR_INFO,VAR_INFO_VARNAME,SW_IN
SE-Htm,23,GRP_VAR_INFO,VAR_INFO_HEIGHT,50
SE-Htm,23,GRP_VAR_INFO,VAR_INFO_MODEL,RAD-SW Pyran SecSt
SE-Htm,23,GRP_VAR_INFO,VAR_INFO_UNIT,W m-2
SE-Htm,23,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,1
SE-Htm,23,GRP_VAR_INFO,VAR_INFO_DATE,202305250000
SE-Htm,24,GRP_VAR_INFO,VAR_INFO_VARNAME,SW_IN_1
SE-Htm,24,GRP_VAR_INFO,VAR_INFO_HEIGHT,150
SE-Htm,24,GRP_VAR_INFO,VAR_INFO_MODEL,RAD-SW Pyran SecSt
SE-Htm,24,GRP_VAR_INFO,VAR_INFO_UNIT,W m-2
SE-Htm,24,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,1
SE-Htm,24,GRP_VAR_INFO,VAR_INFO_DATE,20180419
SE-Htm,25,GRP_VAR_INFO,VAR_INFO_VARNAME,SW_IN_2
SE-Htm,25,GRP_VAR_INFO,VAR_INFO_HEIGHT,50
SE-Htm,25,GRP_VAR_INFO,VAR_INFO_MODEL,RAD-SW Pyran SecSt
SE-Htm,25,GRP_VAR_INFO,VAR_INFO_UNIT,W m-2
SE-Htm,25,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,1
SE-Htm,25,GRP_VAR_INFO,VAR_INFO_DATE,202305250000
SE-Htm,26,GRP_VAR_INFO,VAR_INFO_VARNAME,SW_OUT
SE-Htm,26,GRP_VAR_INFO,VAR_INFO_HEIGHT,50
SE-Htm,26,GRP_VAR_INFO,VAR_INFO_MODEL,RAD-Pyrrad-SW+LW
SE-Htm,26,GRP_VAR_INFO,VAR_INFO_UNIT,W m-2
SE-Htm,26,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,1
